ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,LogBCF,ID,mol,isosmiles
100196,102-71-6,102-71-6,OCCN(CCO)CCO,TRIETHANOLAMINE,Triethanolamine,"2,2',2''-nitrilotriethanol",98127,DTXSID9021392,OCCN(CCO)CCO,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",GSEJCLTVZPLZKY-UHFFFAOYSA-N,?,0.59,100196,<rdkit.Chem.rdchem.Mol object at 0x2b7b598893a0>,OCCN(CCO)CCO
100197,102-82-9,102-82-9,N(CCCC)(CCCC)CCCC,TRI N-BUTYLAMINE,Tributylamine,"N,N-dibutylbutan-1-amine",98128,DTXSID4026183,CCCCN(CCCC)CCCC,"InChI=1S/C12H27N/c1-4-7-10-13(11-8-5-2)12-9-6-3/h4-12H2,1-3H3",IMFACGCPASFAPR-UHFFFAOYSA-N,?,1.4,100197,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889400>,CCCCN(CCCC)CCCC
100199,103-50-4,103-50-4,C(OCc1ccccc1)c1ccccc1,DIBENZYL ETHER,Dibenzyl ether,C14H14O,98130,DTXSID5025819,C(OCc1ccccc1)c1ccccc1,"InChI=1S/C14H14O/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",MHDVGSVTJDSBDK-UHFFFAOYSA-N,?,2.43,100199,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889460>,c1ccc(COCc2ccccc2)cc1
100200,103-69-5,103-69-5,CCNc1ccccc1,N-ETHYLANILINE,N-Ethylaniline,N-ethylaniline,98131,DTXSID1025271,CCNc1ccccc1,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",OJGMBLNIHDZDGS-UHFFFAOYSA-N,?,1.11,100200,<rdkit.Chem.rdchem.Mol object at 0x2b7b598894c0>,CCNc1ccccc1
100201,103-83-3,103-83-3,CN(C)Cc1ccccc1,"N,N-DIMETHYLBENZYLAMINE","N,N-Dimethylbenzylamine","N,N-dimethyl-1-phenylmethanamine",98132,DTXSID8021854,CN(C)Cc1ccccc1,"InChI=1S/C9H13N/c1-10(2)8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3",XXBDWLFCJWSEKW-UHFFFAOYSA-N,?,1.15,100201,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889520>,CN(C)Cc1ccccc1
100203,104-88-1,104-88-1,O=Cc1ccc(Cl)cc1,4-CHLOROBENZALDEHYDE,4-Chlorobenzaldehyde,4-chlorobenzaldehyde,98134,DTXSID2021860,O=Cc1ccc(Cl)cc1,InChI=1S/C7H5ClO/c8-7-3-1-6(5-9)2-4-7/h1-5H,AVPYQKSLYISFPO-UHFFFAOYSA-N,?,0.32,100203,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889580>,O=Cc1ccc(Cl)cc1
100204,105-05-5,105-05-5,CCc1ccc(CC)cc1,P-DIETHYLBENZENE,"1,4-Diethylbenzene","1,4-diethylbenzene",98135,DTXSID4026711,CCc1ccc(CC)cc1,"InChI=1S/C10H14/c1-3-9-5-7-10(4-2)8-6-9/h5-8H,3-4H2,1-2H3",DSNHSQKRULAAEI-UHFFFAOYSA-N,?,2.68,100204,<rdkit.Chem.rdchem.Mol object at 0x2b7b598895e0>,CCc1ccc(CC)cc1
100205,105-06-6,105-06-6,C=Cc1ccc(cc1)C=C,"Benzene, 1,4-diethenyl-","1,4-Divinylbenzene","1,4-diethenylbenzene",98136,DTXSID2033863,C=Cc1ccc(cc1)C=C,"InChI=1S/C10H10/c1-3-9-5-7-10(4-2)8-6-9/h3-8H,1-2H2",WEERVPDNCOGWJF-UHFFFAOYSA-N,?,2.48,100205,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889640>,C=Cc1ccc(C=C)cc1
100207,106-41-2,106-41-2,Oc1ccc(Br)cc1,P-BROMOPHENOL,4-Bromophenol,4-bromophenol,98138,DTXSID3051543,Oc1ccc(Br)cc1,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",GZFGOTFRPZRKDS-UHFFFAOYSA-N,?,1.17,100207,<rdkit.Chem.rdchem.Mol object at 0x2b7b598896a0>,Oc1ccc(Br)cc1
100208,106-42-3,106-42-3,Cc1ccc(C)cc1,P-XYLENE,p-Xylene,"1,4-dimethylbenzene",98139,DTXSID2021868,Cc1ccc(C)cc1,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,?,1.17,100208,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889700>,Cc1ccc(C)cc1
100209,106-43-4,106-43-4,Cc1ccc(Cl)cc1,P-CHLOROTOLUENE,4-Chlorotoluene,1-chloro-4-methylbenzene,98140,DTXSID8024814,Cc1ccc(Cl)cc1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,?,1.76,100209,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889760>,Cc1ccc(Cl)cc1
100211,106-47-8,106-47-8,Nc1ccc(Cl)cc1,4-CHLOROANILINE,4-Chloroaniline,4-chloroaniline,98142,DTXSID9020295,Nc1ccc(Cl)cc1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,?,0.84,100211,<rdkit.Chem.rdchem.Mol object at 0x2b7b598897c0>,Nc1ccc(Cl)cc1
100212,106-48-9,106-48-9,Oc1ccc(Cl)cc1,4-CHLOROPHENOL,4-Chlorophenol,4-chlorophenol,98143,DTXSID1021871,Oc1ccc(Cl)cc1,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",WXNZTHHGJRFXKQ-UHFFFAOYSA-N,?,1.48,100212,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889820>,Oc1ccc(Cl)cc1
100213,106-93-4,106-93-4,BrCCBr,"1,2-DIBROMOETHANE","1,2-Dibromoethane","1,2-dibromoethane",98144,DTXSID3020415,BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,PAAZPARNPHGIKF-UHFFFAOYSA-N,?,1.18,100213,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889880>,BrCCBr
100215,107-39-1,107-39-1,CC(=C)CC(C)(C)C,"2,4,4-TRIMETHYL-1-PENTENE","2,4,4-Trimethyl-1-pentene","2,4,4-trimethylpent-1-ene",98146,DTXSID4026765,CC(=C)CC(C)(C)C,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,?,2.78,100215,<rdkit.Chem.rdchem.Mol object at 0x2b7b598898e0>,C=C(C)CC(C)(C)C
100216,108-36-1,108-36-1,Brc1cc(Br)ccc1,M-DIBROMOBENZENE,"1,3-Dibromobenzene","1,3-dibromobenzene",98147,DTXSID7051555,Brc1cc(Br)ccc1,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,JSRLURSZEMLAFO-UHFFFAOYSA-N,?,2.82,100216,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889940>,Brc1cccc(Br)c1
100217,108-38-3,108-38-3,Cc1cc(C)ccc1,M-XYLENE,m-Xylene,C8H10,98148,DTXSID6026298,Cc1cc(C)ccc1,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,?,1.17,100217,<rdkit.Chem.rdchem.Mol object at 0x2b7b598899a0>,Cc1cccc(C)c1
100219,108-43-0,108-43-0,Oc1cc(Cl)ccc1,3-CHLOROPHENOL,3-Chlorophenol,3-chlorophenol,98150,DTXSID4024800,Oc1cc(Cl)ccc1,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",HORNXRXVQWOLPJ-UHFFFAOYSA-N,?,1.2,100219,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889a00>,Oc1cccc(Cl)c1
100220,108-45-2,108-45-2,Nc1cc(N)ccc1,"1,3-BENZENEDIAMINE","1,3-Benzenediamine","benzene-1,3-diamine",98151,DTXSID4021137,Nc1cc(N)ccc1,"InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",WZCQRUWWHSTZEM-UHFFFAOYSA-N,?,0.81,100220,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889a60>,Nc1cccc(N)c1
100221,108-57-6,108-57-6,C=Cc1cc(ccc1)C=C,M-DIETHENYLBENZENE,"1,3-Diethenylbenzene","1,3-diethenylbenzene",98152,DTXSID30110020,C=Cc1cc(ccc1)C=C,"InChI=1S/C10H10/c1-3-9-6-5-7-10(4-2)8-9/h3-8H,1-2H2",PRJNEUBECVAVAG-UHFFFAOYSA-N,?,2.54,100221,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889ac0>,C=Cc1cccc(C=C)c1
100223,108-67-8,108-67-8,Cc1cc(C)cc(C)c1,"1,3,5-TRIMETHYLBENZENE","1,3,5-Trimethylbenzene","1,3,5-trimethylbenzene",98154,DTXSID6026797,Cc1cc(C)cc(C)c1,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",AUHZEENZYGFFBQ-UHFFFAOYSA-N,?,2.27,100223,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889b20>,Cc1cc(C)cc(C)c1
100224,108-70-3,108-70-3,Clc1cc(Cl)cc(Cl)c1,"1,3,5-TRICHLOROBENZENE","1,3,5-Trichlorobenzene",C6H3Cl3,98155,DTXSID8026195,Clc1cc(Cl)cc(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,XKEFYDZQGKAQCN-UHFFFAOYSA-N,?,2.97,100224,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889b80>,Clc1cc(Cl)cc(Cl)c1
100225,108-78-1,108-78-1,Nc1[n]c(N)[n]c(N)[n]1,MELAMINE,Melamine,"1,3,5-triazine-2,4,6-triamine",98156,DTXSID6020802,Nc1[n]c(N)[n]c(N)[n]1,"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)",JDSHMPZPIAZGSV-UHFFFAOYSA-N,?,0.58,100225,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889be0>,Nc1nc(N)nc(N)n1
100227,108-86-1,108-86-1,Brc1ccccc1,BROMOBENZENE,Bromobenzene,bromobenzene,98158,DTXSID5024637,Brc1ccccc1,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,?,1.36,100227,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889c40>,Brc1ccccc1
100228,108-87-2,108-87-2,CC1CCCCC1,1-METHYLCYCLOHEXANE,Methylcyclohexane,methylcyclohexane,98159,DTXSID0047749,CC1CCCCC1,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,?,2.27,100228,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889ca0>,CC1CCCCC1
100229,108-88-3,108-88-3,Cc1ccccc1,TOLUENE,Toluene,methylbenzene,98160,DTXSID7021360,Cc1ccccc1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,?,0.92,100229,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889d00>,Cc1ccccc1
100231,108-95-2,108-95-2,Oc1ccccc1,PHENOL,Phenol,phenol,98162,DTXSID5021124,Oc1ccccc1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,?,1.24,100231,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889d60>,Oc1ccccc1
100232,109-09-1,109-09-1,Clc1cccc[n]1,2-CHLOROPYRIDINE,2-Chloropyridine,2-chloropyridine,98163,DTXSID8024810,Clc1cccc[n]1,InChI=1S/C5H4ClN/c6-5-3-1-2-4-7-5/h1-4H,OKDGRDCXVWSXDC-UHFFFAOYSA-N,?,1.28,100232,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889dc0>,Clc1ccccn1
100233,109-69-3,109-69-3,CCCCCl,1-CHLOROBUTANE,1-Chlorobutane,1-chlorobutane,98164,DTXSID8020206,CCCCCl,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",VFWCMGCRMGJXDK-UHFFFAOYSA-N,?,1.23,100233,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889e20>,CCCCCl
100235,110-02-1,110-02-1,c1ccc[s]1,THIOPHENE,Thiophene,thiophene,98166,DTXSID8026145,c1ccc[s]1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,YTPLMLYBLZKORZ-UHFFFAOYSA-N,?,0.95,100235,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889e80>,c1ccsc1
100236,110-82-7,110-82-7,C1CCCCC1,CYCLOHEXANE,Cyclohexane,cyclohexane,98167,DTXSID4021923,C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N,?,1.92,100236,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889ee0>,C1CCCCC1
100237,110-85-0,110-85-0,C1CNCCN1,PIPERAZINE,Piperazine,piperazine,98168,DTXSID1021164,C1CNCCN1,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",GLUUGHFHXGJENI-UHFFFAOYSA-N,?,0.59,100237,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889f40>,C1CNCCN1
100239,110-98-5,110-98-5,CC(O)COCC(C)O,"1,1'-Oxydi-2-propanol","1,1'-Oxybis-2-propanol","1,1'-oxydipropan-2-ol",98170,DTXSID7026863,CC(O)COCC(C)O,"InChI=1S/C6H14O3/c1-5(7)3-9-4-6(2)8/h5-8H,3-4H2,1-2H3",AZUXKVXMJOIAOF-UHFFFAOYSA-N,?,0.66,100239,<rdkit.Chem.rdchem.Mol object at 0x2b7b59889fa0>,CC(O)COCC(C)O
100240,111-40-0,111-40-0,NCCNCCN,DIETHYLENETRIAMINE,Diethylenetriamine,"N-(2-aminoethyl)ethane-1,2-diamine",98171,DTXSID2025050,NCCNCCN,"InChI=1S/C4H13N3/c5-1-3-7-4-2-6/h7H,1-6H2",RPNUMPOLZDHAAY-UHFFFAOYSA-N,?,0.65,100240,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b040>,NCCNCCN
100241,111-41-1,111-41-1,NCCNCCO,2-(2-AMINOETHYLAMINO)ETHANOL,N-(Hydroxyethyl)ethylenediamine,2-[(2-aminoethyl)amino]ethanol,98172,DTXSID7025423,NCCNCCO,"InChI=1S/C4H12N2O/c5-1-2-6-3-4-7/h6-7H,1-5H2",LHIJANUOQQMGNT-UHFFFAOYSA-N,?,0.46,100241,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b0a0>,NCCNCCO
100243,111-94-4,111-94-4,N#CCCNCCC#N,"PROPANENITRILE, 3,3'-IMINOBIS-","3,3'-Iminobispropanenitrile","3,3'-iminodipropanenitrile",98174,DTXSID2041464,N#CCCNCCC#N,"InChI=1S/C6H9N3/c7-3-1-5-9-6-2-4-8/h9H,1-2,5-6H2",SBAJRGRUGUQKAF-UHFFFAOYSA-N,?,0.08,100243,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b100>,N#CCCNCCC#N
100244,112-40-3,112-40-3,CCCCCCCCCCCC,DODECANE,Dodecane,dodecane,98175,DTXSID0026913,CCCCCCCCCCCC,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,?,2.38,100244,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b160>,CCCCCCCCCCCC
100245,115-28-6,115-28-6,O=C(O)C(C(C(=C(C12Cl)Cl)Cl)(C1(Cl)Cl)Cl)C2C(=O)O,CHLORENDIC ACID,Chlorendic acid,"1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",98176,DTXSID2020268,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,"InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",DJKGDNKYTKCJKD-UHFFFAOYSA-N,?,0.32,100245,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b1c0>,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
100247,115-77-5,115-77-5,OCC(CO)(CO)CO,PENTAERYTHRITOL,Pentaerythritol,"2,2-bis(hydroxymethyl)propane-1,3-diol",98178,DTXSID2026943,OCC(CO)(CO)CO,"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2",WXZMFSXDPGVJKK-UHFFFAOYSA-N,?,0.1,100247,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b220>,OCC(CO)(CO)CO
100248,115-86-6,115-86-6,O=P(Oc(cccc1)c1)(Oc(cccc2)c2)Oc(cccc3)c3,TRIPHENYLPHOSPHATE,Triphenyl phosphate,triphenyl phosphate,98179,DTXSID1021952,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",XZZNDPSIHUTMOC-UHFFFAOYSA-N,?,2.28,100248,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b280>,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
100249,115-96-8,115-96-8,O=P(OCCCl)(OCCCl)OCCCl,TRI-2-CHLOROETHYL PHOSPHATE,Tris(2-chloroethyl) phosphate,tris(2-chloroethyl) phosphate,98180,DTXSID5021411,O=P(OCCCl)(OCCCl)OCCCl,"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",HQUQLFOMPYWACS-UHFFFAOYSA-N,?,0.11,100249,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b2e0>,O=P(OCCCl)(OCCCl)OCCCl
100251,117-79-3,117-79-3,Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,2-AMINOANTHRAQUINONE,2-Aminoanthraquinone,"2-aminoanthracene-9,10-dione",98182,DTXSID6020068,Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",XOGPDSATLSAZEK-UHFFFAOYSA-N,?,1.51,100251,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b340>,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
100252,117-81-7,117-81-7,O=C(OCC(CCCC)CC)c(c(ccc1)C(=O)OCC(CCCC)CC)c1,BIS(2-ETHYLHEXYL)PHTHALATE,Di(2-ethylhexyl) phthalate,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",98183,DTXSID5020607,CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",BJQHLKABXJIVAM-UHFFFAOYSA-N,?,2.77,100252,<rdkit.Chem.rdchem.Mol object at 0x2b7b59b8ee80>,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
100253,118-44-5,118-44-5,CCNc1cccc2ccccc21,"1-NAPHTHALENAMINE, N-ETHYL-","1-Naphthalenamine, N-ethyl-",N-ethylnaphthalen-1-amine,98184,DTXSID8059473,CCNc1cccc2ccccc21,"InChI=1S/C12H13N/c1-2-13-12-9-5-7-10-6-3-4-8-11(10)12/h3-9,13H,2H2,1H3",KDFFXYVOTKKBDI-UHFFFAOYSA-N,?,2.32,100253,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b3a0>,CCNc1cccc2ccccc12
100255,118-79-6,118-79-6,Oc1c(Br)cc(Br)cc1Br,"2,4,6-TRIBROMOPHENOL","2,4,6-Tribromophenol","2,4,6-tribromophenol",98186,DTXSID6021959,Oc1c(Br)cc(Br)cc1Br,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",BSWWXRFVMJHFBN-UHFFFAOYSA-N,?,2.71,100255,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b400>,Oc1c(Br)cc(Br)cc1Br
100256,118-83-2,118-83-2,C(F)(F)(F)c1cc(Cl)ccc1N(=O)=O,4-CHLORO-1-NITRO-2(TRIFLUOROMETHYL)BENZENE,"5-Chloro-alpha,alpha,alpha-trifluoro-2-nitrotoluene",4-chloro-1-nitro-2-(trifluoromethyl)benzene,98187,DTXSID30151998,[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,"InChI=1S/C7H3ClF3NO2/c8-4-1-2-6(12(13)14)5(3-4)7(9,10)11/h1-3H",CFPIGEXZPWTNOR-UHFFFAOYSA-N,?,1.87,100256,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b460>,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F
100257,118-91-2,118-91-2,OC(=O)c1ccccc1Cl,2-CHLOROBENZOIC ACID,2-Chlorobenzoic acid,2-chlorobenzoic acid,98188,DTXSID4024771,OC(=O)c1ccccc1Cl,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",IKCLCGXPQILATA-UHFFFAOYSA-N,?,1.0,100257,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b4c0>,O=C(O)c1ccccc1Cl
100259,119-12-0,119-12-0,CCOP(=S)(OC1C=CC(=O)N(N=1)c1ccccc1)OCC,PYRIDAPHENTHION,Pyridaphenthion,"O,O-diethyl O-(6-oxo-1-phenyl-1,6-dihydropyridazin-3-yl) phosphorothioate",98190,DTXSID2042355,CCOP(=S)(OC1C=CC(=O)N(N=1)c1ccccc1)OCC,"InChI=1S/C14H17N2O4PS/c1-3-18-21(22,19-4-2)20-13-10-11-14(17)16(15-13)12-8-6-5-7-9-12/h5-11H,3-4H2,1-2H3",CXJSOEPQXUCJSA-UHFFFAOYSA-N,?,0.67,100259,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b520>,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1
100260,119-33-5,119-33-5,Cc1cc(c(O)cc1)[N+]([O-])=O,4-METHYL-2-NITROPHENOL,4-Methyl-2-nitrophenol,4-methyl-2-nitrophenol,98191,DTXSID0026961,Cc1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3",SYDNSSSQVSOXTN-UHFFFAOYSA-N,?,0.95,100260,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b580>,Cc1ccc(O)c([N+](=O)[O-])c1
100261,119-47-1,119-47-1,Oc(c(cc(c1)C)Cc(c(O)c(cc2C)C(C)(C)C)c2)c1C(C)(C)C,BIS (2-HYDROXY-3TERT-BUTYL-5-METHYLPHENYL) METHA,"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)","2,2'-methanediylbis(6-tert-butyl-4-methylphenol)",98192,DTXSID4020870,CC(C)(C)c1cc(C)cc(Cc2cc(C)cc(c2O)C(C)(C)C)c1O,"InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3",KGRVJHAUYBGFFP-UHFFFAOYSA-N,?,2.74,100261,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b5e0>,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
100263,119-61-9,119-61-9,O=C(c1ccccc1)c1ccccc1,BENZOPHENONE,Benzophenone,diphenylmethanone,98194,DTXSID0021961,O=C(c1ccccc1)c1ccccc1,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,RWCCWEUUXYIKHB-UHFFFAOYSA-N,?,1.08,100263,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b640>,O=C(c1ccccc1)c1ccccc1
100264,119-64-2,119-64-2,C1CCCc2ccccc21,TETRALIN,Tetralin,"1,2,3,4-tetrahydronaphthalene",98195,DTXSID1026118,C1CCCc2ccccc21,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,?,2.53,100264,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b6a0>,c1ccc2c(c1)CCCC2
100265,119-93-7,119-93-7,Nc(c(cc(c(ccc(N)c1C)c1)c2)C)c2,BIANISIDINE,"3,3'-Dimethylbenzidine","3,3'-dimethylbiphenyl-4,4'-diamine",98196,DTXSID5024059,Cc1cc(ccc1N)-c1cc(C)c(N)cc1,"InChI=1S/C14H16N2/c1-9-7-11(3-5-13(9)15)12-4-6-14(16)10(2)8-12/h3-8H,15-16H2,1-2H3",NUIURNJTPRWVAP-UHFFFAOYSA-N,?,1.67,100265,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b700>,Cc1cc(-c2ccc(N)c(C)c2)ccc1N
100267,120-54-7,120-54-7,N(C(=S)SSSSC(N(CCCC1)C1)=S)(CCCC2)C2,Thiuram MT,"Tetrasulfane-1,4-diylbis(piperidin-1-ylmethanethione)","tetrasulfane-1,4-diylbis(piperidin-1-ylmethanethione)",98198,DTXSID0044789,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,InChI=1S/C12H20N2S6/c15-11(13-7-3-1-4-8-13)17-19-20-18-12(16)14-9-5-2-6-10-14/h1-10H2,VNDRMZTXEFFQDR-UHFFFAOYSA-N,?,1.23,100267,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b760>,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1
100268,120-71-8,120-71-8,Cc1ccc(OC)c(N)c1,2-METHOXY-5-METHYLBENZENAMINE,2-Methoxy-5-methylaniline,2-methoxy-5-methylaniline,98199,DTXSID1020350,Cc1ccc(OC)c(N)c1,"InChI=1S/C8H11NO/c1-6-3-4-8(10-2)7(9)5-6/h3-5H,9H2,1-2H3",WXWCDTXEKCVRRO-UHFFFAOYSA-N,?,0.55,100268,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988b7c0>,COc1ccc(C)cc1N
