ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,LogKOC,ID,mol,isosmiles
100248,122-28-1,122-28-1,CC(=O)Nc1cc(ccc1)[N+]([O-])=O,M-NITROACETANILIDE,"Acetamide, N-(3-nitrophenyl)-",N-(3-Nitrophenyl)acetamide,99525,DTXSID5059539,CC(=O)Nc1cc(ccc1)[N+]([O-])=O,"InChI=1S/C8H8N2O3/c1-6(11)9-7-3-2-4-8(5-7)10(12)13/h2-5H,1H3,(H,9,11)",KFTYNYHJHKCRKU-UHFFFAOYSA-N,1.94,100248,<rdkit.Chem.rdchem.Mol object at 0x2ae48d735e80>,CC(=O)Nc1cccc([N+](=O)[O-])c1
100249,122-34-9,122-34-9,CCNc1[n]c(Cl)[n]c(NCC)[n]1,SIMAZINE,Simazine,"6-chloro-N,N'-diethyl-1,3,5-triazine-2,4-diamine",99526,DTXSID4021268,CCNc1[n]c(Cl)[n]c(NCC)[n]1,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N,2.1,100249,<rdkit.Chem.rdchem.Mol object at 0x2ae48d887ee0>,CCNc1nc(Cl)nc(NCC)n1
100251,122-42-9,122-42-9,O=C(OC(C)C)Nc(cccc1)c1,ISOPROPYL PHENYL CARBAMATE,Propham,propan-2-yl phenylcarbamate,99528,DTXSID7020766,CC(C)OC(=O)Nc1ccccc1,"InChI=1S/C10H13NO2/c1-8(2)13-10(12)11-9-6-4-3-5-7-9/h3-8H,1-2H3,(H,11,12)",VXPLXMJHHKHSOA-UHFFFAOYSA-N,1.83,100251,<rdkit.Chem.rdchem.Mol object at 0x2ae48d887f40>,CC(C)OC(=O)Nc1ccccc1
100252,122-66-7,122-66-7,c1ccccc1NNc1ccccc1,HYDRAZOBENZENE,"1,2-Diphenylhydrazine","1,2-diphenylhydrazine",99529,DTXSID7020710,c1ccccc1NNc1ccccc1,"InChI=1S/C12H12N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10,13-14H",YBQZXXMEJHZYMB-UHFFFAOYSA-N,2.98,100252,<rdkit.Chem.rdchem.Mol object at 0x2ae48d887fa0>,c1ccc(NNc2ccccc2)cc1
100253,123-33-1,123-33-1,C1=CC(=O)NNC1(=O),MALEIC HYDRAZIDE,Maleic hydrazide,"1,2-dihydropyridazine-3,6-dione",99530,DTXSID9020792,O=C1C=CC(=O)NN1,"InChI=1S/C4H4N2O2/c7-3-1-2-4(8)6-5-3/h1-2H,(H,5,7)(H,6,8)",BGRDGMRNKXEXQD-UHFFFAOYSA-N,0.45,100253,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898040>,O=c1ccc(=O)[nH][nH]1
100255,123-91-1,123-91-1,C1COCCO1,"1,4-DIOXANE","1,4-Dioxane","1,4-dioxane",99532,DTXSID4020533,C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,1.23,100255,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8980a0>,C1COCCO1
100256,124-48-1,124-48-1,ClC(Br)Br,DIBROMOCHLOROMETHANE,Chlorodibromomethane,dibromo(chloro)methane,99533,DTXSID1020300,ClC(Br)Br,InChI=1S/CHBr2Cl/c2-1(3)4/h1H,GATVIKZLVQHOMN-UHFFFAOYSA-N,1.92,100256,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898100>,ClC(Br)Br
100257,126-75-0,126-75-0,CCSCCSP(=O)(OCC)OCC,Demeton-S,Demeton-S,"O,O-diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",99534,DTXSID9037535,CCSCCSP(=O)(OCC)OCC,"InChI=1S/C8H19O3PS2/c1-4-10-12(9,11-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",GRPRVIYRYGLIJU-UHFFFAOYSA-N,1.85,100257,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898160>,CCOP(=O)(OCC)SCCSCC
100259,127-20-8,127-20-8,CC(Cl)(Cl)C(O[Na])=O,DALAPON (SODIUM SALT),Dalapon-sodium,"sodium 2,2-dichloropropanoate",99536,DTXSID5024001,CC(Cl)(Cl)C(O)=O,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",NDUPDOJHUQKPAG-UHFFFAOYSA-N,0.0,100259,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8981c0>,CC(Cl)(Cl)C(=O)O[Na]
100260,128-66-5,128-66-5,O=C1c2ccccc2-c2ccc3c4c2c1ccc4-c1ccccc1C3=O,"DIBENZO(B,DEF)CHRYSENE-7,14-DIONE",C.I. Vat Yellow 4,"dibenzo[c,pqr]tetraphene-7,14-dione",99537,DTXSID6021454,O=C1c2ccccc2-c2ccc3c4c2c1ccc4-c1ccccc1C3=O,InChI=1S/C24H12O2/c25-23-17-7-3-1-5-13(17)15-9-11-20-22-16(10-12-19(23)21(15)22)14-6-2-4-8-18(14)24(20)26/h1-12H,ZTWQZJLUUZHJGS-UHFFFAOYSA-N,4.28,100260,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898220>,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O
100261,129-00-0,129-00-0,c1cc2cccc3ccc4cccc1c4c32,PYRENE,Pyrene,pyrene,99538,DTXSID3024289,c1cc2cccc3ccc4cccc1c4c32,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,4.9,100261,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898280>,c1cc2ccc3cccc4ccc(c1)c2c34
100262,131-11-3,131-11-3,COC(=O)c1ccccc1C(=O)OC,DIMETHYL PHTHALATE,Dimethyl phthalate,"dimethyl benzene-1,2-dicarboxylate",99539,DTXSID3022455,COC(=O)c1ccccc1C(=O)OC,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",NIQCNGHVCWTJSM-UHFFFAOYSA-N,1.6,100262,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8982e0>,COC(=O)c1ccccc1C(=O)OC
100264,132-65-0,132-65-0,c1cccc2[s]c3ccccc3c21,DIBENZOTHIOPHENE,Dibenzothiophene,"dibenzo[b,d]thiophene",99541,DTXSID0047741,c1cccc2[s]c3ccccc3c21,InChI=1S/C12H8S/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,IYYZUPMFVPLQIF-UHFFFAOYSA-N,4.05,100264,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898340>,c1ccc2c(c1)sc1ccccc12
100267,133-06-2,133-06-2,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,CAPTAN,Captan,"2-[(trichloromethyl)sulfanyl]-3a,4,7,7a-tetrahydro-1H-isoindole-1,3(2H)-dione",99543,DTXSID9020243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",LDVVMCZRFWMZSG-UHFFFAOYSA-N,2.3,100267,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8983a0>,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
100268,133-07-3,133-07-3,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,FOLPET,Folpet,"2-[(trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione",99544,DTXSID0021385,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H",HKIOYBQGHSTUDB-UHFFFAOYSA-N,3.27,100268,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898400>,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
100270,134-32-7,134-32-7,Nc1cccc2ccccc21,1-NAPHTHYLAMINE,1-Naphthylamine,naphthalen-1-amine,99546,DTXSID7020920,Nc1cccc2ccccc21,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2",RUFPHBVGCFYCNW-UHFFFAOYSA-N,3.51,100270,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898460>,Nc1cccc2ccccc12
100271,136-60-7,136-60-7,CCCCOC(=O)c1ccccc1,BUTYL BENZOATE,Butyl benzoate,butyl benzoate,99547,DTXSID8040694,CCCCOC(=O)c1ccccc1,"InChI=1S/C11H14O2/c1-2-3-9-13-11(12)10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",XSIFPSYPOVKYCO-UHFFFAOYSA-N,2.1,100271,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8984c0>,CCCCOC(=O)c1ccccc1
100272,137-26-8,137-26-8,CN(C)C(=S)SSC(=S)N(C)C,THIRAM,Thiram,[disulfanediylbis(carbonothioylnitrilo)]tetramethane,99548,DTXSID5021332,CN(C)C(=S)SSC(=S)N(C)C,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,KUAZQDVKQLNFPE-UHFFFAOYSA-N,2.83,100272,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898520>,CN(C)C(=S)SSC(=S)N(C)C
100275,139-65-1,139-65-1,Nc1ccc(cc1)Sc1ccc(N)cc1,"4,4'-THIODIANILINE","4,4'-Thiodianiline","4,4'-sulfanediyldianiline",99550,DTXSID9021344,Nc1ccc(cc1)Sc1ccc(N)cc1,"InChI=1S/C12H12N2S/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",ICNFHJVPAJKPHW-UHFFFAOYSA-N,2.04,100275,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898580>,Nc1ccc(Sc2ccc(N)cc2)cc1
100277,141-66-2,141-66-2,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,DICROTOPHOS,Dicrotophos,(2E)-4-(dimethylamino)-4-oxobut-2-en-2-yl dimethyl phosphate,99552,DTXSID9023914,CC(=CC(=O)N(C)C)OP(=O)(OC)OC,"InChI=1S/C8H16NO5P/c1-7(6-8(10)9(2)3)14-15(11,12-4)13-5/h6H,1-5H3/b7-6-",VEENJGZXVHKXNB-SREVYHEPSA-N,1.66,100277,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898640>,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C
100278,142-62-1,142-62-1,CCCCCC(O)=O,HEXANOIC ACID,Hexanoic acid,hexanoic acid,99553,DTXSID7021607,CCCCCC(O)=O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",FUZZWVXGSFPDMH-UHFFFAOYSA-N,1.46,100278,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8986a0>,CCCCCC(=O)O
100280,143-50-0,143-50-0,O=C1C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C21Cl)C4(Cl)Cl,KEPONE,Kepone,"1,1a,3,3a,4,5,5,5a,5b,6-decachlorooctahydro-2H-1,3,4-(methanetriyl)cyclobuta[cd]pentalen-2-one",99555,DTXSID1020770,O=C1C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C21Cl)C4(Cl)Cl,"InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20",LHHGDZSESBACKH-UHFFFAOYSA-N,4.2,100280,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898700>,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
100281,144-21-8,144-21-8,C[As](O[Na])(O[Na])=O,DSMA,Disodium methanearsonate,disodium methylarsonate,99556,DTXSID4032665,C[As](O)(O)=O,"InChI=1S/CH5AsO3/c1-2(3,4)5/h1H3,(H2,3,4,5)",QYPPRTNMGCREIM-UHFFFAOYSA-N,2.78,100281,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898760>,C[As](=O)(O[Na])O[Na]
100282,145-73-3,145-73-3,OC(=O)C1C(C2CCC1O2)C(O)=O,ENDOTHAL,Endothal,"7-oxabicyclo[2.2.1]heptane-2,3-dicarboxylic acid",99557,DTXSID7024081,OC(=O)C1C(C2CCC1O2)C(O)=O,"InChI=1S/C8H10O5/c9-7(10)5-3-1-2-4(13-3)6(5)8(11)12/h3-6H,1-2H2,(H,9,10)(H,11,12)",GXEKYRXVRROBEV-UHFFFAOYSA-N,2.09,100282,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8987c0>,O=C(O)C1C2CCC(O2)C1C(=O)O
100283,148-79-8,148-79-8,c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1,THIABENDAZOLE,Thiabendazole,"2-(1,3-thiazol-4-yl)-1H-benzimidazole",99558,DTXSID0021337,c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",WJCNZQLZVWNLKY-UHFFFAOYSA-N,3.24,100283,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898820>,c1ccc2[nH]c(-c3cscn3)nc2c1
100285,150-13-0,150-13-0,Nc1ccc(cc1)C(O)=O,4-AMINOBENZOIC ACID,4-Aminobenzoic acid,4-aminobenzoic acid,99560,DTXSID6024466,Nc1ccc(cc1)C(O)=O,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N,2.5,100285,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898880>,Nc1ccc(C(=O)O)cc1
100286,150-19-6,150-19-6,COc1cccc(O)c1,M-METHOXYPHENOL,3-Methoxyphenol,3-methoxyphenol,99561,DTXSID0022012,COc1cccc(O)c1,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",ASHGTJPOSUFTGB-UHFFFAOYSA-N,1.5,100286,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8988e0>,COc1cccc(O)c1
100287,150-68-5,150-68-5,CN(C)C(=O)Nc1ccc(Cl)cc1,MONURON,Monuron,"3-(4-chlorophenyl)-1,1-dimethylurea",99562,DTXSID0020311,CN(C)C(=O)Nc1ccc(Cl)cc1,"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",BMLIZLVNXIYGCK-UHFFFAOYSA-N,1.95,100287,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898940>,CN(C)C(=O)Nc1ccc(Cl)cc1
100289,154-23-4,154-23-4,O[C@H]1Cc2c(cc(O)cc2O)O[C@@H]1c1cc(O)c(O)cc1,CIANIDANOL,Cianidanol,"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",99564,DTXSID3022322,OC1Cc2c(cc(O)cc2O)OC1c1cc(O)c(O)cc1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,2.03,100289,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8989a0>,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
100290,189-55-9,189-55-9,c1c2ccccc2c2ccc3c4c2c1ccc4cc1ccccc13,"DIBENZO(A,I)PYRENE","Dibenzo[a,i]pyrene",,99565,DTXSID9059751,c1c2ccccc2c2ccc3c4c2c1ccc4cc1ccccc13,InChI=1S/C24H14/c1-3-7-19-15(5-1)13-17-9-10-18-14-16-6-2-4-8-20(16)22-12-11-21(19)23(17)24(18)22/h1-14H,TUGYIJVAYAHHHM-UHFFFAOYSA-N,5.71,100290,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898a00>,c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34
100291,191-24-2,191-24-2,c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,BENZO(GHI)PERYLENE,"Benzo(g,h,i)perylene",benzo[ghi]perylene,99566,DTXSID5023908,c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,GYFAGKUZYNFMBN-UHFFFAOYSA-N,4.61,100291,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898a60>,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
100293,194-59-2,194-59-2,c1cc2[nH]c3ccc4ccccc4c3c2c2ccccc21,"7H-DIBENZO(C,G)CARBAZOLE","7H-Dibenzo[c,g]carbazole",,99568,DTXSID9059755,c1cc2[nH]c3ccc4ccccc4c3c2c2ccccc21,"InChI=1S/C20H13N/c1-3-7-15-13(5-1)9-11-17-19(15)20-16-8-4-2-6-14(16)10-12-18(20)21-17/h1-12,21H",STJXCDGCXVZHDU-UHFFFAOYSA-N,6.03,100293,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898ac0>,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12
100294,206-44-0,206-44-0,c1ccc2c3c(cccc31)-c1ccccc1-2,FLUORANTHENE,Fluoranthene,fluoranthene,99569,DTXSID3024104,c1ccc2c3c(cccc31)-c1ccccc1-2,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,GVEPBJHOBDJJJI-UHFFFAOYSA-N,4.8,100294,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898b20>,c1ccc2c(c1)-c1cccc3cccc-2c13
100295,207-08-9,207-08-9,c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,BENZO(K)FLUORANTHENE,Benzo(k)fluoranthene,benzo[k]fluoranthene,99570,DTXSID0023909,c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,HAXBIWFMXWRORI-UHFFFAOYSA-N,4.34,100295,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898b80>,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
100297,225-11-6,225-11-6,c4ccc3nc2ccc1ccccc1c2cc3c4,BENZ(A)ACRIDINE,Benz[a]acridine,benzo[a]acridine,99572,DTXSID9075371,c1c2c3ccccc3ccc2[n]c2ccccc21,InChI=1S/C17H11N/c1-3-7-14-12(5-1)9-10-17-15(14)11-13-6-2-4-8-16(13)18-17/h1-11H,JEGZRTMZYUDVBF-UHFFFAOYSA-N,4.39,100297,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898be0>,c1ccc2nc3ccc4ccccc4c3cc2c1
100299,260-94-6,260-94-6,c1c2ccccc2[n]c2ccccc21,ACRIDINE,Acridine,Acridine,99574,DTXSID8059766,c1c2ccccc2[n]c2ccccc21,InChI=1S/C13H9N/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)14-12/h1-9H,DZBUGLKDJFMEHC-UHFFFAOYSA-N,4.18,100299,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898c40>,c1ccc2nc3ccccc3cc2c1
100301,298-02-2,298-02-2,CCSCSP(=S)(OCC)OCC,PHORATE,Phorate,"O,O-diethyl S-[(ethylsulfanyl)methyl] phosphorodithioate",99576,DTXSID4032459,CCSCSP(=S)(OCC)OCC,"InChI=1S/C7H17O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h4-7H2,1-3H3",BULVZWIRKLYCBC-UHFFFAOYSA-N,2.7,100301,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898ca0>,CCOP(=S)(OCC)SCSCC
100302,298-03-3,298-03-3,CCSCCOP(=S)(OCC)OCC,Demeton-O,Demeton-O,"O,O-diethyl O-[2-(ethylsulfanyl)ethyl] phosphorothioate",99577,DTXSID7041839,CCSCCOP(=S)(OCC)OCC,"InChI=1S/C8H19O3PS2/c1-4-9-12(13,10-5-2)11-7-8-14-6-3/h4-8H2,1-3H3",DGLIBALSRMUQDD-UHFFFAOYSA-N,2.59,100302,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898d00>,CCOP(=S)(OCC)OCCSCC
100303,298-04-4,298-04-4,CCSCCSP(=S)(OCC)OCC,DISULFOTON,Disulfoton,"O,O-diethyl S-[2-(ethylsulfanyl)ethyl] phosphorodithioate",99578,DTXSID0022018,CCSCCSP(=S)(OCC)OCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",DOFZAZXDOSGAJZ-UHFFFAOYSA-N,3.22,100303,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898d60>,CCOP(=S)(OCC)SCCSCC
100305,301-12-2,301-12-2,CCS(=O)CCSP(=O)(OC)OC,OXYDEMETON METHYL,Oxydemeton-methyl,"S-[2-(ethylsulfinyl)ethyl] O,O-dimethyl phosphorothioate",99580,DTXSID8025541,CCS(=O)CCSP(=O)(OC)OC,"InChI=1S/C6H15O4PS2/c1-4-13(8)6-5-12-11(7,9-2)10-3/h4-6H2,1-3H3",PMCVMORKVPSKHZ-UHFFFAOYSA-N,1.0,100305,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898dc0>,CCS(=O)CCSP(=O)(OC)OC
100306,309-00-2,309-00-2,"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |&1:3,5,6,8,11,12|",ALDRIN,Aldrin,C12H8Cl6,99581,DTXSID8020040,ClC1(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C(Cl)=C2Cl,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2",QBYJBZPUGVGKQQ-UHFFFAOYSA-N,4.69,100306,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898e20>,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl
100307,314-40-9,314-40-9,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,BROMACIL,Bromacil,"5-bromo-3-(butan-2-yl)-6-methylpyrimidine-2,4(1H,3H)-dione",99582,DTXSID4022020,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)",CTSLUCNDVMMDHG-UHFFFAOYSA-N,1.6,100307,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898e80>,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
100309,315-18-4,315-18-4,CN(C)c1c(C)cc(cc1C)OC(=O)NC,MEXACARBATE,Mexacarbate,"4-(dimethylamino)-3,5-dimethylphenyl methylcarbamate",99584,DTXSID7020893,CN(C)c1c(C)cc(cc1C)OC(=O)NC,"InChI=1S/C12H18N2O2/c1-8-6-10(16-12(15)13-3)7-9(2)11(8)14(4)5/h6-7H,1-5H3,(H,13,15)",YNEVBPNZHBAYOA-UHFFFAOYSA-N,2.48,100309,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898ee0>,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1
100311,327-98-0,327-98-0,CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,TRICHLORONATE,Trichloronat,C10H12Cl3O2PS,99586,DTXSID9038420,CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,"InChI=1S/C10H12Cl3O2PS/c1-3-14-16(17,4-2)15-10-6-8(12)7(11)5-9(10)13/h5-6H,3-4H2,1-2H3",ANIAQSUBRGXWLS-UHFFFAOYSA-N,2.6,100311,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898f40>,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
100312,330-39-2,330-39-2,CN(C)C(=O)Nc1cccc(F)c1,"1,1-DIMETHYL-3-M-FLUOROPHENYLUREA","Urea, 3-(m-fluorophenyl)-1,1-dimethyl-","3-(3-fluorophenyl)-1,1-dimethylurea",99587,DTXSID80186634,CN(C)C(=O)Nc1cccc(F)c1,"InChI=1S/C9H11FN2O/c1-12(2)9(13)11-8-5-3-4-7(10)6-8/h3-6H,1-2H3,(H,11,13)",ANWCBSUPTRJETC-UHFFFAOYSA-N,1.73,100312,<rdkit.Chem.rdchem.Mol object at 0x2ae48d898fa0>,CN(C)C(=O)Nc1cccc(F)c1
100314,330-55-2,330-55-2,CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,LINURON,Linuron,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",99589,DTXSID2024163,CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XKJMBINCVNINCA-UHFFFAOYSA-N,2.7,100314,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8c0040>,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
100315,332-33-2,332-33-2,CN(C)C(=O)Nc1ccc(F)cc1,"1,1-DIMETHYL-3-P-FLUOROPHENYLUREA","Urea, 1,1-dimethyl-3-(p-fluorophenyl)-","3-(4-fluorophenyl)-1,1-dimethylurea",99590,DTXSID50186843,CN(C)C(=O)Nc1ccc(F)cc1,"InChI=1S/C9H11FN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",GNIZUUCYAIPGKZ-UHFFFAOYSA-N,1.43,100315,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8c00a0>,CN(C)C(=O)Nc1ccc(F)cc1
100316,333-41-5,333-41-5,Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,DIAZINON,Diazinon,"O,O-diethyl O-[6-methyl-2-(propan-2-yl)pyrimidin-4-yl] phosphorothioate",99591,DTXSID9020407,Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N,2.75,100316,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8c0100>,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
