ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,Salt_Solvent_ID,MP,ID
108992,37517-30-9,37517-30-9,CC(=O)c1cc(ccc1OCC(O)CNC(C)C)NC(=O)CCC,ACEBUTOLOL,Acebutolol,N-{3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl}butanamide,35491,DTXSID2048539,CC(=O)c1cc(ccc1OCC(O)CNC(C)C)NC(=O)CCC,"InChI=1S/C18H28N2O4/c1-5-6-18(23)20-14-7-8-17(16(9-14)13(4)21)24-11-15(22)10-19-12(2)3/h7-9,12,15,19,22H,5-6,10-11H2,1-4H3,(H,20,23)",GOEMGAFJFRBGGG-UHFFFAOYSA-N,?,,121.0,108992
108996,37688-96-3,37688-96-3,BrCCCCCCCCCCCCCCBr,"Tetradecane, 1,14-dibromo-","Tetradecane, 1,14-dibromo-","1,14-Dibromotetradecane",35495,DTXSID3068049,BrCCCCCCCCCCCCCCBr,InChI=1S/C14H28Br2/c15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16/h1-14H2,SDENLXLNLFKRAR-UHFFFAOYSA-N,?,,50.4,108996
109001,37893-02-0,37893-02-0,FC(F)(F)/N=C1\C(=N\C(F)(F)F)\S/C(=N\c2ccccc2)/N\1c1ccccc1,Flubenzimine,Flubenzimine,"N-{(2Z,4E,5Z)-3-phenyl-4,5-bis[(trifluoromethyl)imino]-1,3-thiazolidin-2-ylidene}aniline",35500,DTXSID4058079,FC(F)(F)N=C1C(=NC(F)(F)F)SC(=Nc2ccccc2)N1c1ccccc1,"InChI=1S/C17H10F6N4S/c18-16(19,20)25-13-14(26-17(21,22)23)28-15(24-11-7-3-1-4-8-11)27(13)12-9-5-2-6-10-12/h1-10H/b24-15-,25-13+,26-14-",IZFZCMFMJKDHJZ-BANPTERESA-N,?,,118.0,109001
109005,38183-12-9,NOCAS_872017,O=C1OC2(OC=C(c3ccccc3)C2=O)c2ccccc12,Fluorescamine,,,35504,DTXSID50872017,O=C1OC2(OC=C(c3ccccc3)C2=O)c2ccccc12,InChI=1S/C17H10O4/c18-15-13(11-6-2-1-3-7-11)10-20-17(15)14-9-5-4-8-12(14)16(19)21-17/h1-10H,ZFKJVJIDPQDDFY-UHFFFAOYSA-N,?,,154.5,109005
109009,38304-91-5,38304-91-5,Nc1[n]c(cc(N)[n+]1[O-])N1CCCCC1,MINOXIDIL,Minoxidil,"6-(piperidin-1-yl)pyrimidine-2,4-diamine 3-oxide",35508,DTXSID9040685,Nc1[n]c(cc(N)[n+]1[O-])N1CCCCC1,"InChI=1S/C9H15N5O/c10-7-6-8(12-9(11)14(7)15)13-4-2-1-3-5-13/h6H,1-5,10H2,(H2,11,12)",ZFMITUMMTDLWHR-UHFFFAOYSA-N,?,,248.0,109009
109014,38821-53-3,38821-53-3,CC1CS[C@@H]2[C@H](NC(=O)[C@H](N)C3CC=CCC=3)C(=O)N2C=1C(O)=O,Cephradine,Cephradine,"(6R,7R)-7-{[(2R)-2-amino-2-(cyclohexa-1,4-dien-1-yl)acetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",35512,DTXSID4022785,CC1CSC2C(NC(=O)C(N)C3CC=CCC=3)C(=O)N2C=1C(O)=O,"InChI=1S/C16H19N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-3,6,10-11,15H,4-5,7,17H2,1H3,(H,18,20)(H,22,23)",RDLPVSKMFDYCOR-UHFFFAOYSA-N,?,,140.0,109014
109018,39001-02-0,39001-02-0,Clc1c2oc3c(c2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,OCTACHLORODIBENZOFURAN,Octachlorodibenzofuran,"1,2,3,4,6,7,8,9-octachlorodibenzo[b,d]furan",35516,DTXSID3052062,Clc1c2oc3c(c2c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c3Cl,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,RHIROFAGUQOFLU-UHFFFAOYSA-N,?,,258.0,109018
109023,39196-18-4,39196-18-4,CC(C)(C)C(CSC)=NOC(=O)NC,THIOFANOX,Thiofanox,"6-tert-butyl-4-oxa-8-thia-2,5-diazanon-5-en-3-one",35520,DTXSID4042468,CC(C)(C)C(CSC)=NOC(=O)NC,"InChI=1S/C9H18N2O2S/c1-9(2,3)7(6-14-5)11-13-8(12)10-4/h6H2,1-5H3,(H,10,12)/b11-7+",FZSVSABTBYGOQH-YRNVUSSQSA-N,?,,57.0,109023
109027,39227-58-2,39227-58-2,Clc1cc(Cl)c(Cl)c2Oc3ccccc3Oc12,"1,2,4-TRICHLORODIBENZO-P-DIOXIN","1,2,4-Trichlorodibenzo-1,4-dioxin","1,2,4-trichlorooxanthrene",35524,DTXSID50192489,Clc1cc(Cl)c(Cl)c2Oc3ccccc3Oc12,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,?,,128.0,109027
109031,39515-41-8|64257-84-7,39515-41-8,CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C,"FENPROPATHRIN, Fenpropathrin",Fenpropathrin,"cyano(3-phenoxyphenyl)methyl 2,2,3,3-tetramethylcyclopropanecarboxylate",35528|35834,DTXSID0024002,CC1(C)C(C(=O)OC(C#N)c2cc(ccc2)Oc2ccccc2)C1(C)C,"InChI=1S/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3",XQUXKZZNEFRCAW-UHFFFAOYSA-N,?,,47.0,109031
109036,39807-15-3,39807-15-3,CC(C)(C)C1=NN(C(=O)O1)c1cc(OCC#C)c(Cl)cc1Cl,Oxadiargyl,Oxadiargyl,"5-tert-butyl-3-[2,4-dichloro-5-(prop-2-yn-1-yloxy)phenyl]-1,3,4-oxadiazol-2(3H)-one",35532,DTXSID8058085,CC(C)(C)C1=NN(C(=O)O1)c1cc(OCC#C)c(Cl)cc1Cl,"InChI=1S/C15H14Cl2N2O3/c1-5-6-21-12-8-11(9(16)7-10(12)17)19-14(20)22-13(18-19)15(2,3)4/h1,7-8H,6H2,2-4H3",DVOODWOZJVJKQR-UHFFFAOYSA-N,?,,131.0,109036
109040,40120-74-9,NOCAS_871387,O=P(OC(Cl)CCCl)(OC(Cl)CCCl)OC(Cl)CCCl,"TRIS(1,3-DICHLOROPROPYL) PHOSPHATE",,,35536,DTXSID90871387,O=P(OC(Cl)CCCl)(OC(Cl)CCCl)OC(Cl)CCCl,"InChI=1S/C9H15Cl6O4P/c10-4-1-7(13)17-20(16,18-8(14)2-5-11)19-9(15)3-6-12/h7-9H,1-6H2",DHNUXDYAOVSGII-UHFFFAOYSA-N,?,,26.7,109040
109044,40248-84-8,40248-84-8,Oc1cc(S)ccc1,3-Hydroxythiophenol,3-Hydroxythiophenol,C6H6OS,35540,DTXSID90371478,Oc1cc(S)ccc1,"InChI=1S/C6H6OS/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",DOFIAZGYBIBEGI-UHFFFAOYSA-N,?,,16.5,109044
109048,40828-46-4,40828-46-4,CC(C(O)=O)c1ccc(cc1)C(=O)c1ccc[s]1,Suprofen,Suprofen,2-[4-(thiophen-2-ylcarbonyl)phenyl]propanoic acid,35544,DTXSID5045469,CC(C(O)=O)c1ccc(cc1)C(=O)c1ccc[s]1,"InChI=1S/C14H12O3S/c1-9(14(16)17)10-4-6-11(7-5-10)13(15)12-3-2-8-18-12/h2-9H,1H3,(H,16,17)",MDKGKXOCJGEUJW-UHFFFAOYSA-N,?,,124.3,109048
109052,41205-21-4,41205-21-4,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,SPARTICIDE,Fluoroimide,"3,4-dichloro-1-(4-fluorophenyl)-1H-pyrrole-2,5-dione",35548,DTXSID7058092,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,InChI=1S/C10H4Cl2FNO2/c11-7-8(12)10(16)14(9(7)15)6-3-1-5(13)2-4-6/h1-4H,IPENDKRRWFURRE-UHFFFAOYSA-N,?,,241.0,109052
109056,41394-05-2,41394-05-2,CC1=NN=C(C(=O)N1N)c1ccccc1,Metamitron,Metamitron,"4-amino-3-methyl-6-phenyl-1,2,4-triazin-5(4H)-one",35552,DTXSID7047568,CC1=NN=C(C(=O)N1N)c1ccccc1,"InChI=1S/C10H10N4O/c1-7-12-13-9(10(15)14(7)11)8-5-3-2-4-6-8/h2-6H,11H2,1H3",VHCNQEUWZYOAEV-UHFFFAOYSA-N,?,,166.9,109056
109061,41643-81-6,NOCAS_872023,CCOC(=O)COc1cccc2ccccc12,"ACETIC ACID, (1-NAPHTHALENYLOXY)-, ETHYL ESTER",,,35556,DTXSID60872023,CCOC(=O)COc1cccc2ccccc12,"InChI=1S/C14H14O3/c1-2-16-14(15)10-17-13-9-5-7-11-6-3-4-8-12(11)13/h3-9H,2,10H2,1H3",HFLLBKYQSRBNPN-UHFFFAOYSA-N,?,,56.5,109061
109065,41814-78-2,41814-78-2,Cc1cccc2[s]c3[n][n]c[n]3c21,TRICYCLAZOLE,"2,7,8,9-Tricyclazole","5-methyl[1,2,4]triazolo[3,4-b][1,3]benzothiazole",35559,DTXSID7037478,Cc1cccc2[s]c3[n][n]c[n]3c21,"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3",DQJCHOQLCLEDLL-UHFFFAOYSA-N,?,,187.0,109065
109069,42087-80-9,42087-80-9,COC(=O)c1ccc(Cl)cc1[N+]([O-])=O,METHYL 4-CHLORO-2-NITROBENZOATE,Methyl 4-chloro-2-nitrobenzoate,methyl 4-chloro-2-nitrobenzoate,35563,DTXSID9022289,COC(=O)c1ccc(Cl)cc1[N+]([O-])=O,"InChI=1S/C8H6ClNO4/c1-14-8(11)6-3-2-5(9)4-7(6)10(12)13/h2-4H,1H3",JWOSXVMUUBWGOL-UHFFFAOYSA-N,?,,44.0,109069
109073,42408-82-2,42408-82-2,O[C@@]12CCCC[C@]31CCN(CC1CCC1)[C@@H]2Cc1ccc(O)cc31,Butorphanol,Butorphanol,"17-(cyclobutylmethyl)morphinan-3,14-diol",35567,DTXSID1022714,OC12CCCCC31CCN(CC1CCC1)C2Cc1ccc(O)cc31,"InChI=1S/C21H29NO2/c23-17-7-6-16-12-19-21(24)9-2-1-8-20(21,18(16)13-17)10-11-22(19)14-15-4-3-5-15/h6-7,13,15,19,23-24H,1-5,8-12,14H2",IFKLAQQSCNILHL-UHFFFAOYSA-N,?,,216.0,109073
109077,42609-52-9,42609-52-9,Cc1ccc(cc1)NC(O)=NC(C)(C)c1ccccc1,Daimuron,Daimuron,1-(4-methylphenyl)-3-(2-phenylpropan-2-yl)urea,35571,DTXSID2058099,Cc1ccc(cc1)NC(O)=NC(C)(C)c1ccccc1,"InChI=1S/C17H20N2O/c1-13-9-11-15(12-10-13)18-16(20)19-17(2,3)14-7-5-4-6-8-14/h4-12H,1-3H3,(H2,18,19,20)",NNYRZQHKCHEXSD-UHFFFAOYSA-N,?,,203.0,109077
109081,42874-03-3,42874-03-3,CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,OXYFLUORFEN,Oxyfluorfen,2-chloro-1-(3-ethoxy-4-nitrophenoxy)-4-(trifluoromethyl)benzene,35575,DTXSID7024241,CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"InChI=1S/C15H11ClF3NO4/c1-2-23-14-8-10(4-5-12(14)20(21)22)24-13-6-3-9(7-11(13)16)15(17,18)19/h3-8H,2H2,1H3",OQMBBFQZGJFLBU-UHFFFAOYSA-N,?,,84.0,109081
109087,49562-28-9,49562-28-9,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,Fenofibrate,Fenofibrate,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,35579,DTXSID2029874,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3",YMTINGFKWWXKFG-UHFFFAOYSA-N,?,,80.5,109087
109091,50375-10-5,50375-10-5,COc1c(Cl)c(Cl)ccc1Cl,"2,3,6-TRICHLOROANISOLE","2,3,6-Trichloroanisole","1,2,4-trichloro-3-methoxybenzene",35583,DTXSID60198432,COc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H5Cl3O/c1-11-7-5(9)3-2-4(8)6(7)10/h2-3H,1H3",OTFNCXLUCRUNCH-UHFFFAOYSA-N,?,,45.0,109091
109096,50585-37-0,NOCAS_872028,Brc1cc2Oc3ccccc3Oc2cc1Br,"2,3-DIBROMODIBENZO-P-DIOXIN",,,35587,DTXSID60872028,Brc1cc2Oc3ccccc3Oc2cc1Br,InChI=1S/C12H6Br2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,OBHJJRTXDMGYAE-UHFFFAOYSA-N,?,,158.0,109096
109100,50585-43-8,50585-43-8,Fc1cc2Oc3cc(Br)c(Br)cc3Oc2cc1F,"2,3-DIBROMO-7,8-DIFLUORODIBENZO-P-DIOXIN","2,3-Dibromo-7,8-difluorodibenzo-p-dioxin","2,3-dibromo-7,8-difluorooxanthrene",35591,DTXSID70198605,Fc1cc2Oc3cc(Br)c(Br)cc3Oc2cc1F,InChI=1S/C12H4Br2F2O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,OYZFZUIMCOBMIR-UHFFFAOYSA-N,?,,210.0,109100
109104,50650-76-5,50650-76-5,CC1C=C(CC(C)CC(C)(C)C)N(O)C(=O)C=1,Piroctone,Piroctone,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one",35595,DTXSID2048298,CC1C=C(CC(C)CC(C)(C)C)N(O)C(=O)C=1,"InChI=1S/C14H23NO2/c1-10-6-12(15(17)13(16)8-10)7-11(2)9-14(3,4)5/h6,8,11,17H,7,9H2,1-5H3",OIQJEQLSYJSNDS-UHFFFAOYSA-N,?,,108.0,109104
109108,50782-69-9,NOCAS_866161,CCOP(C)(=O)SCCN(C(C)C)C(C)C,VX,,,35599,DTXSID80866161,CCOP(C)(=O)SCCN(C(C)C)C(C)C,"InChI=1S/C11H26NO2PS/c1-7-14-15(6,13)16-9-8-12(10(2)3)11(4)5/h10-11H,7-9H2,1-6H3",JJIUCEJQJXNMHV-UHFFFAOYSA-N,?,,-51.0,109108
109114,51012-32-9,51012-32-9,COc1ccc(cc1C(=O)NCCN(CC)CC)S(C)(=O)=O,"BENZAMIDE,N(DIETAMET),2-MEO,5-SO2ME",Tiapride,N-[2-(diethylamino)ethyl]-2-methoxy-5-(methylsulfonyl)benzamide,35603,DTXSID0023664,COc1ccc(cc1C(=O)NCCN(CC)CC)S(C)(=O)=O,"InChI=1S/C15H24N2O4S/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18)",JTVPZMFULRWINT-UHFFFAOYSA-N,?,,124.0,109114
109118,51207-31-9,51207-31-9,Clc1cc2c(cc1Cl)oc1cc(Cl)c(Cl)cc21,"2,3,7,8-TETRACHLORODIBENZOFURAN","2,3,7,8-Tetrachlorodibenzofuran","2,3,7,8-tetrachlorodibenzo[b,d]furan",35607,DTXSID3052147,Clc1cc2c(cc1Cl)oc1cc(Cl)c(Cl)cc21,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,KSMVNVHUTQZITP-UHFFFAOYSA-N,?,,227.0,109118
109122,51264-14-3,51264-14-3,COc1cc(ccc1Nc1c2ccccc2[n]c2ccccc21)NS(C)(=O)=O,Amsacrine,Amsacrine,N-[4-(acridin-9-ylamino)-3-methoxyphenyl]methanesulfonamide,35611,DTXSID4022604,COc1cc(ccc1Nc1c2ccccc2[n]c2ccccc21)NS(C)(=O)=O,"InChI=1S/C21H19N3O3S/c1-27-20-13-14(24-28(2,25)26)11-12-19(20)23-21-15-7-3-5-9-17(15)22-18-10-6-4-8-16(18)21/h3-13,24H,1-2H3,(H,22,23)",XCPGHVQEEXUHNC-UHFFFAOYSA-N,?,,235.0,109122
109126,51309-10-5,51309-10-5,OCCCCCCCCCCCl,"1-Decanol, 10-chloro-","1-Decanol, 10-chloro-",10-Chlorodecan-1-ol,35615,DTXSID7068631,OCCCCCCCCCCCl,"InChI=1S/C10H21ClO/c11-9-7-5-3-1-2-4-6-8-10-12/h12H,1-10H2",OTUSESJECXGMIV-UHFFFAOYSA-N,?,,12.5,109126
109132,51481-61-9,51481-61-9,Cc1[nH]c[n]c1CSCCN/C(/NC)=N/C#N,CIMETIDINE,Cimetidine,2-cyano-1-methyl-3-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl}ethyl)guanidine,35619,DTXSID4020329,Cc1[nH]c[n]c1CSCCNC(NC)=NC#N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",AQIXAKUUQRKLND-UHFFFAOYSA-N,?,,142.0,109132
109136,51596-11-3,51596-11-3,"CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2 |c:15,31,t:21|",Milbemectin A4,Milbemectin A4,"(2aE,4E,5'S,6R,6'R,8E,11R,13R,15S,17aR,20R,20aR,20bS)-6'-ethyl-20,20b-dihydroxy-5',6,8,19-tetramethyl-3',4',5',6,6',7,10,11,14,15,17a,20,20a,20b-tetradecahydro-2H,17H-spiro[11,15-methanofuro[4,3,2-pq][2,6]benzodioxacyclooctadecine-13,2'-pyran]-17-one",35623,DTXSID4052760,CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,"InChI=1S/C32H46O7/c1-6-27-21(4)12-13-31(39-27)17-25-16-24(38-31)11-10-20(3)14-19(2)8-7-9-23-18-36-29-28(33)22(5)15-26(30(34)37-25)32(23,29)35/h7-10,15,19,21,24-29,33,35H,6,11-14,16-18H2,1-5H3/b8-7-,20-10-,23-9-",VOZIAWLUULBIPN-RQOVGQMFSA-N,?,,213.5,109136
109141,51971-67-6,51971-67-6,NC(=O)C1(CCCCC1)N1C(=O)c2cccc(Cl)c2C1=O,"AC 94,377",1-(3-chlorophthalimido)cyclohexanecarboxamide,"1-(4-chloro-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)cyclohexanecarboxamide",35627,DTXSID4034495,NC(=O)C1(CCCCC1)N1C(=O)c2cccc(Cl)c2C1=O,"InChI=1S/C15H15ClN2O3/c16-10-6-4-5-9-11(10)13(20)18(12(9)19)15(14(17)21)7-2-1-3-8-15/h4-6H,1-3,7-8H2,(H2,17,21)",PSAVXKLISNEJJE-UHFFFAOYSA-N,?,,194.0,109141
109145,52214-84-3,52214-84-3,CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O,Ciprofibrate,Ciprofibrate,"2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid",35631,DTXSID8020331,CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O,"InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)",KPSRODZRAIWAKH-UHFFFAOYSA-N,?,,115.0,109145
109149,52334-81-3,52334-81-3,FC(F)(F)c1ccc(Cl)[n]c1,2-Chloro-5-trifluoromethylpyridine,"Pyridine, 2-chloro-5-(trifluoromethyl)-",2-Chloro-5-(trifluoromethyl)pyridine,35635,DTXSID8075251,FC(F)(F)c1ccc(Cl)[n]c1,"InChI=1S/C6H3ClF3N/c7-5-2-1-4(3-11-5)6(8,9)10/h1-3H",JFZJMSDDOOAOIV-UHFFFAOYSA-N,?,,33.0,109149
109155,52488-28-5,52488-28-5,Cc1cc(cc(Br)c1)[N+]([O-])=O,1-Bromo-3-methyl-5-nitrobenzene,3-Bromo-5-nitrotoluene,1-bromo-3-methyl-5-nitrobenzene,35639,DTXSID00200482,Cc1cc(cc(Br)c1)[N+]([O-])=O,"InChI=1S/C7H6BrNO2/c1-5-2-6(8)4-7(3-5)9(10)11/h2-4H,1H3",MWFDNXJPZUOTJB-UHFFFAOYSA-N,?,,83.0,109155
109159,52665-69-7,52665-69-7,CNc1ccc2oc(C[C@@H]3OC4(CC[C@@H]3C)O[C@H](C(C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)[n]c2c1C(O)=O,Calcimycin,Calcium ionophore,"5-(methylamino)-2-({(2S,3S,8S,9R,11R)-3,9,11-trimethyl-8-[1-oxo-1-(1H-pyrrol-2-yl)propan-2-yl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid",35643,DTXSID1040405,CNc1ccc2oc(CC3OC4(CCC3C)OC(C(C)C(=O)c3ccc[nH]3)C(C)CC4C)[n]c2c1C(O)=O,"InChI=1S/C29H37N3O6/c1-15-10-11-29(17(3)13-16(2)27(38-29)18(4)26(33)20-7-6-12-31-20)37-22(15)14-23-32-25-21(36-23)9-8-19(30-5)24(25)28(34)35/h6-9,12,15-18,22,27,30-31H,10-11,13-14H2,1-5H3,(H,34,35)",HIYAVKIYRIFSCZ-UHFFFAOYSA-N,?,,181.5,109159
109163,52918-63-5,52918-63-5,CC1(C)[C@@H]([C@@H]1C=C(Br)Br)C(=O)O[C@H](C#N)c1cccc(c1)Oc1ccccc1,DELTAMETHRIN,Deltamethrin,"(S)-cyano(3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropanecarboxylate",35647,DTXSID8020381,CC1(C)C(C1C=C(Br)Br)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3",OWZREIFADZCYQD-UHFFFAOYSA-N,?,,100.0,109163
109171,53267-01-9,53267-01-9,C1C(C2NCCN=2)C1(c1ccccc1)c1ccccc1,Cifenline,Cifenline,"2-(2,2-diphenylcyclopropyl)-4,5-dihydro-1H-imidazole",35652,DTXSID9022819,C1C(C2NCCN=2)C1(c1ccccc1)c1ccccc1,"InChI=1S/C18H18N2/c1-3-7-14(8-4-1)18(15-9-5-2-6-10-15)13-16(18)17-19-11-12-20-17/h1-10,16H,11-13H2,(H,19,20)",IPOBOOXFSRWSHL-UHFFFAOYSA-N,?,,103.5,109171
109175,53555-64-9,53555-64-9,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,"1,3,5,7-TETRACHLORONAPHTHALENE","Naphthalene, 1,3,5,7-tetrachloro-","1,3,5,7-Tetrachloronaphthalene",35656,DTXSID60201773,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,InChI=1S/C10H4Cl4/c11-5-1-7-8(10(14)3-5)2-6(12)4-9(7)13/h1-4H,OTTCXKPQKOLSJN-UHFFFAOYSA-N,?,,180.0,109175
109180,53643-53-1,53643-53-1,COc1ccc(cc1)/C=C/NC=O,TUBERIN,,,35660,DTXSID10875928,COc1ccc(cc1)C=CNC=O,"InChI=1S/C10H11NO2/c1-13-10-4-2-9(3-5-10)6-7-11-8-12/h2-8H,1H3,(H,11,12)/b7-6+",SZCZSKMCTGEJKI-VOTSOKGWSA-N,?,,132.5,109180
109184,53808-87-0,53808-87-0,COCCOc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,"24NH2PYRIMIDINE,5(35-MEO-4-OETOME)BENZYL",Tetroxoprim,"5-[[3,5-dimethoxy-4-(2-methoxyethoxy)phenyl]methyl]pyrimidine-2,4-diamine",35664,DTXSID80202085,COCCOc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,"InChI=1S/C16H22N4O4/c1-21-4-5-24-14-12(22-2)7-10(8-13(14)23-3)6-11-9-19-16(18)20-15(11)17/h7-9H,4-6H2,1-3H3,(H4,17,18,19,20)",WSWJIZXMAUYHOE-UHFFFAOYSA-N,?,,154.0,109184
109188,53910-25-1,53910-25-1,OC[C@H]1O[C@H](C[C@@H]1O)[n]1c[n]c2[C@H](O)CNC=Nc12,Pentostatin,Pentostatin,"(8R)-3-(2-deoxy-beta-D-erythro-pentofuranosyl)-3,6,7,8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol",35668,DTXSID2023436,OCC1OC(CC1O)[n]1c[n]c2C(O)CNC=Nc12,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)",FPVKHBSQESCIEP-UHFFFAOYSA-N,?,,220.0,109188
109193,54106-40-0,NOCAS_871427,Cc1ccccc1Oc1ccccc1[N+]([O-])=O,2-Nitrophenyl 2-Methylphenyl ether,,,35672,DTXSID30871427,Cc1ccccc1Oc1ccccc1[N+]([O-])=O,"InChI=1S/C13H11NO3/c1-10-6-2-4-8-12(10)17-13-9-5-3-7-11(13)14(15)16/h2-9H,1H3",GIPFZNBCINBEIJ-UHFFFAOYSA-N,?,,39.5,109193
109197,54630-50-1,NOCAS_866434,CCC(C)CCC(C)O,"2-HEPTANOL, 5-METHYL-",,,35676,DTXSID30866434,CCC(C)CCC(C)O,"InChI=1S/C8H18O/c1-4-7(2)5-6-8(3)9/h7-9H,4-6H2,1-3H3",FYMBAYNKBWGEIK-UHFFFAOYSA-N,?,,-61.0,109197
109201,54889-55-3,54889-55-3,CCCCCCc1cc2CCCc2cc1,"1H-INDENE, 5-HEXYL-2,3-DIHYDRO-",5-Hexylindane,C15H22,35680,DTXSID40342577,CCCCCCc1cc2CCCc2cc1,"InChI=1S/C15H22/c1-2-3-4-5-7-13-10-11-14-8-6-9-15(14)12-13/h10-12H,2-9H2,1H3",HCJRTBCEQLVXLX-UHFFFAOYSA-N,?,,-34.0,109201
109205,54965-21-8,54965-21-8,CCCSc1cc2[n]c(NC(=O)OC)[nH]c2cc1,Albendazole,Albendazole,methyl [5-(propylsulfanyl)-1H-benzimidazol-2-yl]carbamate,35684,DTXSID0022563,CCCSc1cc2[n]c(NC(=O)OC)[nH]c2cc1,"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)",HXHWSAZORRCQMX-UHFFFAOYSA-N,?,,209.0,109205
