CMPD_CHEMBLID,exp,smiles,mol,isosmiles
CHEMBL66953,2.03,OC1=CC=Cc2cc(O)c(O)c(O)c2C1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc3a0>,O=c1c(O)cccc2cc(O)c(O)c(O)c12
CHEMBL2331752,2.35,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc400>,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL1807826,1.21,O[C@@H](CNCCSCCCNCCc1cccc(c1)C(F)(F)F)c2ccc(O)c3NC(=O)Sc23,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc460>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1
CHEMBL1917419,2.87,Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc4c0>,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O
CHEMBL2059869,2.71,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)c(C)n4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc520>,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL180184,4.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc580>,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL1201203,1.49,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc5e0>,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2
CHEMBL1947153,1.99,O[C@@H](CNCCc1cccc(CN2CCC(CC2)c3ccccc3)c1)c4ccc(O)c5NC(=O)Sc45,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc640>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1
CHEMBL388473,2.0,Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc6a0>,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1
CHEMBL2104196,1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc700>,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1
CHEMBL2312933,2.6,CCCN(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc760>,CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1
CHEMBL480601,3.84,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc7c0>,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2
CHEMBL652,1.13,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc820>,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL2326689,2.47,CN1CC=CCC(C1)c2oc3ccccc3c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc880>,CN1CC=CCC(c2cc3ccccc3o2)C1
CHEMBL370826,2.41,CCN(C1CCN(CCC(c2ccc(NC(=O)C)cc2)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc8e0>,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1
CHEMBL2062570,3.57,CC(=O)Nc1ccc2ccn(c3cc(Nc4ccn(C)n4)n5ncc(C#N)c5n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc940>,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1
CHEMBL28636,2.8,COc1ccc(cc1F)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fc9a0>,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
CHEMBL2104625,0.67,O=C(Nc1nnn[nH]1)C2=CC(=C3C=CC=CN3C2=O)Oc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fca00>,O=C(Nc1nnn[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O
CHEMBL15706,2.3,COc1cccc2c(O)cc(nc12)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fca60>,COc1cccc2c(O)cc(-c3ccccc3)nc12
CHEMBL1835918,2.62,Cc1onc(n1)c2ccc(OCC3CN(C3)c4ccc(C)nn4)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcac0>,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1
CHEMBL1456596,1.37,C(N(Cc1ccccc1)c2nn[nH]n2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcb20>,c1ccc(CN(Cc2ccccc2)c2nn[nH]n2)cc1
CHEMBL358325,2.58,CN1CCN(CC1)c2nc(CCOc3ccc(C[C@H](Nc4ccccc4C(=O)c5ccccc5)C(=O)O)cc3)c(C)s2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcb80>,Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
CHEMBL465305,2.21,CC(=O)c1ccc(nc1)N2CCN(CC2)S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcbe0>,CC(=O)c1ccc(N2CCN(S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C)CC2)nc1
CHEMBL1957840,3.3,Clc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcc40>,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
CHEMBL2335905,3.02,C[C@@H](NC1=CC(=O)NCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcca0>,C[C@@H](NC1=CC(=O)NCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
CHEMBL1689136,1.52,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcd00>,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1
CHEMBL2048864,0.68,Clc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCNCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcd60>,O=C1NC(=O)/C(=C/c2cccc(Cl)c2N2CCNCC2)S1
CHEMBL314034,3.83,CSc1nc(nn1Cc2ccccc2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcdc0>,CSc1nc(-c2ccccc2)nn1Cc1ccccc1
CHEMBL417727,2.23,Nc1ccc2c3ccccc3C(=O)C(=O)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fce20>,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
CHEMBL409494,2.76,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(CCC(=O)Nc4ccccc4F)CC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fce80>,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1
CHEMBL514690,2.88,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcee0>,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C
CHEMBL1762541,3.0,CN(c1ccnc(Nc2cc(CN3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcf40>,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(CN3CCOCC3)cc(N3CCOCC3)c2)n1
CHEMBL365903,2.3,NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38fcfa0>,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12
CHEMBL472455,3.09,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4occc4)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4040>,COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1
CHEMBL2107366,2.9,C[C@H](C1=CNC(=S)N1)c2cccc(C)c2C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f40a0>,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C
CHEMBL1682961,3.62,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(F)ccc12)c3ccccc3)c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4100>,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(F)ccc12)c1ccccc1
CHEMBL1957374,3.5,CCc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4160>,CCc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1
CHEMBL1164033,2.99,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(cc2Cl)C(F)(F)F)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f41c0>,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl
CHEMBL1915315,2.9,Oc1ccc(cc1)C2=Cc3ccc(O)cc3OC2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4220>,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1
CHEMBL2087421,-0.4,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4280>,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1
CHEMBL1508448,-0.2,CC(C)(C)c1cc(O)n2nc(N)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f42e0>,CC(C)(C)c1cc(O)n2nc(N)nc2n1
CHEMBL14323,2.7,COc1ccc(cc1)c2cc(O)c3cc(Cl)ccc3n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4340>,COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1
CHEMBL456381,3.7,Oc1ccc(cc1)c2csc(n2)c3ccc(O)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f43a0>,Oc1ccc(-c2csc(-c3ccc(O)cc3)n2)cc1
CHEMBL2147569,3.8,C[C@]12Cc3cnn(c3C=C1CC[C@@]2(O)CCc4ccc(F)cc4C(=O)N)c5ccc(F)cc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4400>,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O
CHEMBL1809223,3.5,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(ccn34)N5CCCC5)N6CCN(CC6)C(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4460>,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(N4CCCC4)ccn23)n1
CHEMBL2325719,1.7,Cc1ccc2[nH]ccc2c1c3nc(cc(n3)C4(CC4)S(=O)(=O)C)N5CCOCC5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f44c0>,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1
CHEMBL129982,3.45,Nc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4520>,Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1
CHEMBL562310,3.28,O=C(Nc1cccc2cccnc12)c3ccc(cc3)N4C(=O)[C@@H]5[C@H]6C[C@H](C=C6)[C@@H]5C4=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4580>,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1
CHEMBL1233689,1.51,CCCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f45e0>,CCCCSc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
CHEMBL191974,4.0,Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4640>,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1
CHEMBL2062555,2.3,Nc1cc(nc2c(cnn12)C#N)c3cccs3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f46a0>,N#Cc1cnn2c(N)cc(-c3cccs3)nc12
CHEMBL1829409,1.39,CCC(N(CCCN)C(=O)c1ccc(OC)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4700>,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1
CHEMBL313206,0.53,Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4760>,Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1
CHEMBL421583,2.24,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#N)c3ccc(C)cc3Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f47c0>,Cc1ccc(N(CC#N)c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)c(Br)c1
CHEMBL1903477,1.37,NC(=O)C1=CN(Cc2ccc(F)c(F)c2)C(=O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4820>,NC(=O)c1ccc(=O)n(Cc2ccc(F)c(F)c2)c1
CHEMBL2068881,3.92,COc1ccc(c(C)n1)c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4880>,COc1ccc(-c2cccc3c(N)c4c(nc23)CN(C2CCC2)C4=O)c(C)n1
CHEMBL564607,2.48,OC(=O)c1ccc(cc1)c2ccc(Cl)c(c2)C(=O)NCC34CC5CC(CC(C5)C3)C4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f48e0>,O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1
CHEMBL201307,2.89,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN5CCC(CO)CC5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4940>,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1
CHEMBL1689134,0.54,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f49a0>,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1
CHEMBL2153184,2.61,CCCSc1nc(NC[C@@H]2CC[C@H](CC2)C(=O)O)ccc1C(=O)NC3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4a00>,CCCSc1nc(NC[C@H]2CC[C@H](C(=O)O)CC2)ccc1C(=O)NC1CCCCC1
CHEMBL1957850,2.3,Cc1ccccc1CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4a60>,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12
CHEMBL464552,2.61,CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4ac0>,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12
CHEMBL1940315,1.4,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCCS(=O)(=O)C5)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4b20>,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1
CHEMBL129529,1.93,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4b80>,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
CHEMBL2158819,2.17,OC(=O)C(N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4be0>,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
CHEMBL2321994,0.06,OCC[C@]1(CCCNC1)c2oc3ccccc3c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4c40>,OCC[C@@]1(c2cc3ccccc3o2)CCCNC1
CHEMBL439871,3.18,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC(C)(O)C4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4ca0>,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL467028,3.12,Oc1ccc2OC(=O)C(=Cc2c1)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4d00>,O=c1oc2ccc(O)cc2cc1-c1ccccc1
CHEMBL2010838,1.9,CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4d60>,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cn2)CC1
CHEMBL1449167,1.06,Nc1n[nH]c(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4dc0>,Nc1n[nH]c(Nc2ccccc2)n1
CHEMBL1201,3.16,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN4CCN(C)CC4)\c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4e20>,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL1762539,2.61,CN(c1ccnc(Nc2cc(cc(c2)N3CCN(C)CC3)N4CCOCC4)n1)c5cc(CO)ccc5C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4e80>,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCN(C)CC3)c2)n1
CHEMBL99689,1.2,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4ee0>,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1
CHEMBL86754,2.19,Oc1c(I)cc(I)c2cccnc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4f40>,Oc1c(I)cc(I)c2cccnc12
CHEMBL226781,1.78,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(CC#Cc4ccccc4)C3=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f4fa0>,O=c1[nH]n(CC#Cc2ccccc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12
CHEMBL1944692,1.3,O[C@@H](CNCCc1ccc(CNCCc2ccccc2F)cc1)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8040>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1
CHEMBL809,3.15,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f80a0>,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
CHEMBL2086676,3.7,Cc1cc(COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C)ccn1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8100>,Cc1cc(COc2cnc(N3CCN(C(=O)OC(C)(C)C)CC3)nc2)ccn1
CHEMBL2153304,2.28,CCCN(C)c1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8160>,CCCN(C)c1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1
CHEMBL288524,0.29,NC12CCC(CC1)(CC2)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f81c0>,NC12CCC(c3ccccc3)(CC1)CC2
CHEMBL311862,2.7,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)c5nn[nH]n5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8220>,COc1cc(-c2nn[nH]n2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21
CHEMBL549344,1.24,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8280>,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
CHEMBL426851,1.61,CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f82e0>,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C
CHEMBL365472,3.1,CC(C)Oc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8340>,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OC(C)C)cc1
CHEMBL20,-0.78,CC(=O)Nc1nnc(s1)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f83a0>,CC(=O)Nc1nnc(S(N)(=O)=O)s1
CHEMBL1689124,1.02,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8400>,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1
CHEMBL182878,2.9,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(NC(=O)C)cc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8460>,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL1079772,2.65,Nc1ncnc2sc(nc12)c3c(ncn3C[C@H]4CCCO4)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f84c0>,Nc1ncnc2sc(-c3c(-c4ccccc4)ncn3C[C@H]3CCCO3)nc12
CHEMBL11428,2.87,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C2CCCCC2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8520>,CC(C)C(NC(=O)Cn1c(C2CCCCC2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F
CHEMBL2035028,2.0,NC1(CCC1)c2ccc(cc2)c3ncc4ncccc4c3c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8580>,NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1
CHEMBL2062572,2.58,CC(=O)Nc1ccc2ccn(c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f85e0>,CC(=O)Nc1ccc2ccn(-c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1
CHEMBL408194,2.55,COC1=CC(=N/C/1=C\c2[nH]c(C)cc2C)c3cc4ccccc4[nH]3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8640>,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C
CHEMBL254359,1.2,Nc1ccccc1NC(=O)c2ccc(cc2)N3CCOCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f86a0>,Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1
CHEMBL1789148,0.38,CCC(CCNC)Oc1cc(Cl)ccc1C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8700>,CCC(CCNC)Oc1cc(Cl)ccc1C#N
CHEMBL1477550,3.44,O=C(Nc1ccccc1)c2oc3ccccc3c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8760>,O=C(Nc1ccccc1)c1cc2ccccc2o1
CHEMBL371888,3.6,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f87c0>,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC
CHEMBL2335893,3.08,COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e38f8820>,COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
